Dependency=Geometry Building Type ACS	Dependency=PUMA	Option=<1940	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	source_count	source_weight	sampling_probability
Mobile Home	"WI, 01300"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	566	8728	6.44E-05
Single-Family Attached	"WI, 01300"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	59	943	6.96E-06
Single-Family Detached	"WI, 01300"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	4622	66925	0.000494128
10 to 19 Unit	"WI, 01301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	33	856	6.38E-06
2 Unit	"WI, 01301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	128	3769	2.81E-05
20 to 49 Unit	"WI, 01301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	28	1095	8.16E-06
3 or 4 Unit	"WI, 01301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	46	1103	8.22E-06
5 to 9 Unit	"WI, 01301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	46	1482	1.10E-05
50 or more Unit	"WI, 01301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	11	783	5.83E-06
Mobile Home	"WI, 01301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	102	1482	1.10E-05
Single-Family Attached	"WI, 01301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	48	1073	7.99E-06
Single-Family Detached	"WI, 01301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	2495	35273	0.000262761
10 to 19 Unit	"WI, 01400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	89	1456	1.08E-05
2 Unit	"WI, 01400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	119	2391	1.77E-05
20 to 49 Unit	"WI, 01400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	49	942	6.99E-06
3 or 4 Unit	"WI, 01400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	76	1429	1.06E-05
5 to 9 Unit	"WI, 01400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	108	2505	1.86E-05
50 or more Unit	"WI, 01400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	2647	360	2.67E-06
Mobile Home	"WI, 01400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	509	6897	5.11E-05
Single-Family Attached	"WI, 01400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	89	1318	9.77E-06
Single-Family Detached	"WI, 01400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	6059	67545	0.000500922
10 to 19 Unit	"WI, 01401"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	63	2832	2.08E-05
2 Unit	"WI, 01401"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	115	3229	2.37E-05
20 to 49 Unit	"WI, 01401"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	35	1819	1.34E-05
3 or 4 Unit	"WI, 01401"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	56	1375	1.01E-05
5 to 9 Unit	"WI, 01401"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	97	3524	2.59E-05
50 or more Unit	"WI, 01401"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	22	883	6.49E-06
Mobile Home	"WI, 01401"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	109	1745	1.28E-05
Single-Family Attached	"WI, 01401"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	83	2286	1.68E-05
Single-Family Detached	"WI, 01401"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	2849	48225	0.00035455
10 to 19 Unit	"WI, 01500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	76	2987	2.19E-05
2 Unit	"WI, 01500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	133	4933	3.61E-05
20 to 49 Unit	"WI, 01500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	54	2247	1.65E-05
3 or 4 Unit	"WI, 01500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	47	1395	1.02E-05
5 to 9 Unit	"WI, 01500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	114	4873	3.57E-05
50 or more Unit	"WI, 01500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	51	1761	1.29E-05
Mobile Home	"WI, 01500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	50	822	6.02E-06
Single-Family Attached	"WI, 01500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	133	4353	3.19E-05
Single-Family Detached	"WI, 01500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	2301	53645	0.000392863
10 to 19 Unit	"WI, 01501"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	106	4484	3.31E-05
2 Unit	"WI, 01501"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	135	4828	3.56E-05
20 to 49 Unit	"WI, 01501"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	48	1767	1.30E-05
3 or 4 Unit	"WI, 01501"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	76	2531	1.87E-05
5 to 9 Unit	"WI, 01501"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	134	5424	4.00E-05
50 or more Unit	"WI, 01501"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	69	2497	1.84E-05
Mobile Home	"WI, 01501"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	51	2041	1.51E-05
Single-Family Attached	"WI, 01501"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	107	3309	2.44E-05
Single-Family Detached	"WI, 01501"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	2101	48725	0.000359326
10 to 19 Unit	"WI, 01600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	68	2248	1.66E-05
2 Unit	"WI, 01600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	103	3408	2.52E-05
20 to 49 Unit	"WI, 01600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	31	1387	1.02E-05
3 or 4 Unit	"WI, 01600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	31	1064	7.86E-06
5 to 9 Unit	"WI, 01600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	86	2563	1.89E-05
50 or more Unit	"WI, 01600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	27	1154	8.52E-06
Mobile Home	"WI, 01600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	112	1565	1.16E-05
Single-Family Attached	"WI, 01600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	56	2428	1.79E-05
Single-Family Detached	"WI, 01600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	2875	43518	0.000321294
10 to 19 Unit	"WI, 01601"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	99	2650	1.95E-05
2 Unit	"WI, 01601"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	123	3634	2.68E-05
20 to 49 Unit	"WI, 01601"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	55	1946	1.43E-05
3 or 4 Unit	"WI, 01601"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	73	1910	1.41E-05
5 to 9 Unit	"WI, 01601"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	138	3996	2.94E-05
50 or more Unit	"WI, 01601"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	44	1511	1.11E-05
Mobile Home	"WI, 01601"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	661	9637	7.10E-05
Single-Family Attached	"WI, 01601"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	94	2441	1.80E-05
Single-Family Detached	"WI, 01601"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	5043	71126	0.000523897
10 to 19 Unit	"WI, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	39	1559	1.16E-05
2 Unit	"WI, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	110	3861	2.87E-05
20 to 49 Unit	"WI, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	69	2653	1.98E-05
3 or 4 Unit	"WI, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	60	2057	1.53E-05
5 to 9 Unit	"WI, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	62	2903	2.16E-05
50 or more Unit	"WI, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	43	1124	8.37E-06
Mobile Home	"WI, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	49	1469	1.09E-05
Single-Family Attached	"WI, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	106	3871	2.88E-05
Single-Family Detached	"WI, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	2090	49531	0.000368767
10 to 19 Unit	"WI, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	43	1912	1.42E-05
2 Unit	"WI, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	156	4920	3.66E-05
20 to 49 Unit	"WI, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	43	1885	1.40E-05
3 or 4 Unit	"WI, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	59	2096	1.56E-05
5 to 9 Unit	"WI, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	56	1813	1.35E-05
50 or more Unit	"WI, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	35	1227	9.13E-06
Mobile Home	"WI, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	46	946	7.04E-06
Single-Family Attached	"WI, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	114	2769	2.06E-05
Single-Family Detached	"WI, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1790	33507	0.000249392
10 to 19 Unit	"WI, 10000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	69	3061	2.27E-05
2 Unit	"WI, 10000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	118	4854	3.60E-05
20 to 49 Unit	"WI, 10000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	66	3455	2.56E-05
3 or 4 Unit	"WI, 10000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	49	1807	1.34E-05
5 to 9 Unit	"WI, 10000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	85	4080	3.03E-05
50 or more Unit	"WI, 10000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	46	1914	1.42E-05
Mobile Home	"WI, 10000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	51	2649	1.97E-05
Single-Family Attached	"WI, 10000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	52	1802	1.34E-05
Single-Family Detached	"WI, 10000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1444	46819	0.000347392
10 to 19 Unit	"WI, 20000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	63	2828	2.08E-05
2 Unit	"WI, 20000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	93	3024	2.22E-05
20 to 49 Unit	"WI, 20000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	67	2745	2.02E-05
3 or 4 Unit	"WI, 20000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	94	3901	2.87E-05
5 to 9 Unit	"WI, 20000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	119	5261	3.87E-05
50 or more Unit	"WI, 20000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	76	2961	2.18E-05
Mobile Home	"WI, 20000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	17	598	4.40E-06
Single-Family Attached	"WI, 20000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	212	7221	5.31E-05
Single-Family Detached	"WI, 20000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	2324	65643	0.000482566
10 to 19 Unit	"WI, 30000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	52	3034	2.27E-05
2 Unit	"WI, 30000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	133	6145	4.59E-05
20 to 49 Unit	"WI, 30000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	56	2771	2.07E-05
3 or 4 Unit	"WI, 30000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	62	3110	2.32E-05
5 to 9 Unit	"WI, 30000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	102	4355	3.25E-05
50 or more Unit	"WI, 30000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	80	3073	2.30E-05
Mobile Home	"WI, 30000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	36	752	5.62E-06
Single-Family Attached	"WI, 30000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	113	3253	2.43E-05
Single-Family Detached	"WI, 30000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1850	56262	0.000420183
10 to 19 Unit	"WI, 40101"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	88	3161	2.35E-05
2 Unit	"WI, 40101"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	145	4652	3.45E-05
20 to 49 Unit	"WI, 40101"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	257	8338	6.19E-05
3 or 4 Unit	"WI, 40101"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	79	2534	1.88E-05
5 to 9 Unit	"WI, 40101"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	57	1829	1.36E-05
50 or more Unit	"WI, 40101"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	338	12280	9.11E-05
Mobile Home	"WI, 40101"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	6148	183	1.36E-06
Single-Family Attached	"WI, 40101"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	62	1722	1.28E-05
Single-Family Detached	"WI, 40101"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	812	20930	0.000155346
10 to 19 Unit	"WI, 40301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	50	2020	1.49E-05
2 Unit	"WI, 40301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	95	4544	3.35E-05
20 to 49 Unit	"WI, 40301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	74	3910	2.88E-05
3 or 4 Unit	"WI, 40301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	55	2320	1.71E-05
5 to 9 Unit	"WI, 40301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	94	4382	3.23E-05
50 or more Unit	"WI, 40301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	65	2675	1.97E-05
Mobile Home	"WI, 40301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	19	933	6.88E-06
Single-Family Attached	"WI, 40301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	69	2493	1.84E-05
Single-Family Detached	"WI, 40301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	743	28440	0.0002096
