Dependency=Census Division	Dependency=Geometry Building Type RECS	Dependency=Income RECS2020	Dependency=PUMA Metro Status	Dependency=Tenure	Dependency=Vintage ACS	Option=0-499	Option=500-749	Option=750-999	Option=1000-1499	Option=1500-1999	Option=2000-2499	Option=2500-2999	Option=3000-3999	Option=4000+	source_count	source_weight	sampling_probability
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.50923	187.205	2.02E-05
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	4.31E-21	1.59E-38	4.43E-06
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.730626	50.958	5.05E-06
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	2.19232	2885.94	8.42E-06
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	4.81807	6195.01	1.78E-05
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	3.43199	1336.95	3.28E-05
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	1.23022	631.076	1.78E-05
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.04E-20	5.37E-38	5.43E-06
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.76508	171.782	6.91E-06
South Atlantic	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.63764	5791.15	7.02E-05
South Atlantic	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	9.49641	36206.9	0.000221481
South Atlantic	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	36.3159	142652	0.000488675
South Atlantic	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	14.0375	57369.8	0.000254258
South Atlantic	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.09024	5206.47	7.72E-05
South Atlantic	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.61988	5915.25	3.26E-05
South Atlantic	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.39798	3884.92	5.32E-05
South Atlantic	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	8.10665	24288.9	0.000142204
South Atlantic	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	31.0012	95696.7	0.00031301
South Atlantic	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	11.9832	38485.9	0.0001606
South Atlantic	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.930691	3492.7	5.75E-05
South Atlantic	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.38281	3968.18	1.54E-05
South Atlantic	Single-Family Attached	40000-59999	"In metro area, principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	3.08586	3375.35	6.79E-05
South Atlantic	Single-Family Attached	40000-59999	"In metro area, principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	25.9371	26314	3.84E-05
South Atlantic	Single-Family Attached	40000-59999	"In metro area, principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	120.021	116924	4.21E-05
South Atlantic	Single-Family Attached	40000-59999	"In metro area, principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	25.0249	24834.6	1.76E-05
South Atlantic	Single-Family Attached	40000-59999	"In metro area, principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	2.15723	2425.05	4.58E-06
South Atlantic	Single-Family Attached	40000-59999	"In metro area, principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	4.64225	4828.88	7.41E-05
South Atlantic	Single-Family Attached	40000-59999	"In metro area, principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.821201	858.061	4.42E-05
South Atlantic	Single-Family Attached	40000-59999	"In metro area, principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	6.90232	6689.39	2.95E-05
South Atlantic	Single-Family Attached	40000-59999	"In metro area, principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	31.9396	29723.8	3.27E-05
South Atlantic	Single-Family Attached	40000-59999	"In metro area, principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	6.65955	6313.29	1.66E-05
South Atlantic	Single-Family Attached	40000-59999	"In metro area, principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.574075	616.481	3.55E-06
South Atlantic	Single-Family Attached	40000-59999	"In metro area, principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.23538	1227.57	4.77E-05
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.525382	1668.31	7.74E-06
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	1.15463	3581.21	1.34E-05
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	0.822462	772.863	3.29E-05
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.294817	364.813	2.43E-05
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	2.49E-21	3.10E-38	7.70E-06
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.422994	99.3039	4.35E-06
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.26924	5623.95	3.87E-06
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	2.78941	12072.4	1.16E-05
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	1.98694	2605.36	3.03E-05
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.712233	1229.8	2.43E-05
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	6.02E-21	1.05E-37	6.70E-06
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.02189	334.759	4.22E-06
South Atlantic	Single-Family Attached	60000-99999	"In metro area, not/partially in principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	2.03672	7222.39	0.000127404
South Atlantic	Single-Family Attached	60000-99999	"In metro area, not/partially in principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	11.8107	45155.1	0.000353375
South Atlantic	Single-Family Attached	60000-99999	"In metro area, not/partially in principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	45.1659	177908	0.000835104
South Atlantic	Single-Family Attached	60000-99999	"In metro area, not/partially in principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	17.4584	71548.4	0.000482841
South Atlantic	Single-Family Attached	60000-99999	"In metro area, not/partially in principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.35593	6493.22	0.000153455
South Atlantic	Single-Family Attached	60000-99999	"In metro area, not/partially in principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	2.01464	7377.16	4.07E-05
South Atlantic	Single-Family Attached	60000-99999	"In metro area, not/partially in principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.73866	4845.05	5.44E-05
South Atlantic	Single-Family Attached	60000-99999	"In metro area, not/partially in principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	10.0822	30291.8	0.000159766
South Atlantic	Single-Family Attached	60000-99999	"In metro area, not/partially in principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	38.5561	119347	0.000370521
South Atlantic	Single-Family Attached	60000-99999	"In metro area, not/partially in principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	14.9034	47997.4	0.000261145
South Atlantic	Single-Family Attached	60000-99999	"In metro area, not/partially in principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.1575	4355.9	9.13E-05
South Atlantic	Single-Family Attached	60000-99999	"In metro area, not/partially in principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.7198	4948.88	2.13E-05
South Atlantic	Single-Family Attached	60000-99999	"In metro area, principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	4.66248	5079.07	0.000101329
South Atlantic	Single-Family Attached	60000-99999	"In metro area, principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	39.1888	39596.1	5.47E-05
South Atlantic	Single-Family Attached	60000-99999	"In metro area, principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	181.341	175942	6.82E-05
South Atlantic	Single-Family Attached	60000-99999	"In metro area, principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	37.8105	37369.9	3.15E-05
South Atlantic	Single-Family Attached	60000-99999	"In metro area, principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	3.25939	3649.1	1.26E-05
South Atlantic	Single-Family Attached	60000-99999	"In metro area, principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	7.01405	7266.27	0.000105785
South Atlantic	Single-Family Attached	60000-99999	"In metro area, principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.24077	1291.17	4.36E-05
South Atlantic	Single-Family Attached	60000-99999	"In metro area, principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	10.4288	10065.9	3.66E-05
South Atlantic	Single-Family Attached	60000-99999	"In metro area, principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	48.258	44727	5.06E-05
South Atlantic	Single-Family Attached	60000-99999	"In metro area, principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	10.062	9499.95	2.12E-05
South Atlantic	Single-Family Attached	60000-99999	"In metro area, principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.86738	927.652	8.20E-06
South Atlantic	Single-Family Attached	60000-99999	"In metro area, principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.86656	1847.19	5.28E-05
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.71943	710.715	6.58E-06
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	3.77879	1525.63	1.43E-05
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	2.6917	329.247	3.97E-05
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.964857	155.414	3.90E-05
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	8.16E-21	1.32E-38	1.02E-05
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.38434	42.3045	7.26E-06
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	4.15388	2395.86	3.88E-06
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	9.12898	5142.98	1.03E-05
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	6.50272	1109.91	2.70E-05
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	2.33095	523.908	3.08E-05
